OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
788,81409786,656670,4/3/2020 4:00:00 AM,2310,STEELES AVE W,ISLINGTON AVE,,Major Arterial,Etobicoke York,43.762202,-79.579898,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Turning Movement,Driver,25 to 29,Fatal,7,West,"Automobile, Station Wagon",Making U Turn,Improper Turn,Unknown,,,,,,,,,Yes,,,,,Yes,,,,,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,614309.976707214,4846440.66718515
789,81423910,886175,5/12/2020 4:00:00 AM,2109,TAPSCOTT RD,MELFORD DR,,Minor Arterial,Scarborough,43.807952,-79.234142,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Driver,30 to 34,Fatal,8,North,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,,Yes,,,,,,,,,,145,Malvern West,132,Malvern (132),D42,642033.214460215,4852057.28100047
790,81423909,888584,5/13/2020 4:00:00 AM,945,LAWRENCE AVE E,FERN MEADOW RD,,Minor Arterial,Scarborough,43.771643,-79.171214,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,9,West,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,,,136,West Hill,136,West Hill (136),D43,647183.867311721,4848134.52822683
791,81424470,923881,5/19/2020 4:00:00 AM,1040,LAWRENCE AVE E,KENNEDY RD,,Major Arterial,Scarborough,43.749427,-79.274898,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Sideswipe,Driver,55 to 59,Fatal,12,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Unknown,,,,,,,,,Yes,,,,,,,Yes,,,,126,Dorset Park,126,Dorset Park (126),D41,638890.499734903,4845488.00794114
792,81424620,927087,5/19/2020 4:00:00 AM,1952,BURNHAMTHORPE RD,MILL RD,,Major Arterial,Etobicoke York,43.639434,-79.583965,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,60 to 64,Fatal,10,West,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,,Yes,,,,,,,,,,12,Markland Wood,12,Markland Wood (12),D22,614215.471082073,4832800.01379009
793,81425347,1010606,6/1/2020 4:00:00 AM,1820,BATHURST ST,GLENGROVE AVE,,Major Arterial,North York,43.714133,-79.428554,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,25 to 29,Fatal,11,South,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),D53,626593.648115795,4841321.92928535
794,81425353,1045060,6/7/2020 4:00:00 AM,15,KEELE ST,CALVINGTON DR,,Major Arterial,North York,43.733508,-79.483684,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,13,North,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,,,155,Downsview,26,Downsview-Roding-CFB (26),D31,622113.037399449,4843391.07668954
795,81425350,1064422,6/9/2020 4:00:00 AM,2211,BRIMLEY RD,COMRIE TER,,Minor Arterial,Scarborough,43.726,-79.243617,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Passenger,20 to 24,Fatal,14,,,,,,,,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,,,,123,Cliffcrest,123,Cliffcrest (123),D41,641464.169647646,4842939.01516159
796,81431721,1343123,7/19/2020 4:00:00 AM,1802,LAWRENCE AVE E,MCMILLAN AVE,,Minor Arterial,Scarborough,43.772986,-79.165462,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Approaching,Passenger,20 to 24,Fatal,15,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,136,West Hill,136,West Hill (136),D43,647643.499188852,4848293.93120504
797,81431665,1393549,7/26/2020 4:00:00 AM,2119,881 SHEPPARD AVE W,,,Major Arterial,North York,43.751918,-79.455127,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,16,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,,,33,Clanton Park,33,Clanton Park (33),D32,624374.70131004,4845478.257326
798,81431840,1402441,7/28/2020 4:00:00 AM,700,STANLEY AVE,STATION RD,,Local,Etobicoke York,43.614997,-79.494197,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,17,East,,,,,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal,,,,Yes,,Yes,,,,,,,,,,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,621505.322142436,4830213.41919943
799,81431842,1501323,8/11/2020 4:00:00 AM,1109,THE EAST MALL,MONTEBELLO GDNS,,Minor Arterial,Etobicoke York,43.647765,-79.559978,Non Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,0 to 4,Fatal,18,East,,,,,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,158,Islington,14,Islington-City Centre West (14),D22,616134.191744286,4833758.56152212
800,81431952,1521326,8/14/2020 4:00:00 AM,445,LAKE SHORE BLVD E,CHERRY ST,,Major Arterial,Toronto and East York,43.648921,-79.355998,Intersection Related,Traffic Signal,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,20,North,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Other,,,,Yes,,,,,,,,,,,,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,632582.291732534,4834192.61346905
801,81431949,1522941,8/14/2020 4:00:00 AM,1105,CALEDONIA RD,GLENGROVE AVE,,Minor Arterial,North York,43.706359,-79.465266,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,0 to 4,Fatal,19,West,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D13,623652.136059398,4840403.10369414
802,81431977,1670162,9/4/2020 4:00:00 AM,431,DUNDAS ST W,NOTTINGHAM DR,,Major Arterial,Etobicoke York,43.655867,-79.522228,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Driver,30 to 34,Fatal,21,West,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,,Yes,,,,,,,,,,15,Kingsway South,15,Kingsway South (15),D22,619162.636229136,4834711.90980365
803,81432000,1670339,9/4/2020 4:00:00 AM,551,FINCH AVE W,400 N FINCH E RAMP,,Major Arterial,Etobicoke York,43.755072,-79.527622,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,50 to 54,Fatal,22,West,Bicycle,Going Ahead,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,,Yes,Yes,,,,,,,Yes,,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,618531.998784349,4845722.25705822
804,81432063,1673785,9/4/2020 4:00:00 AM,1543,BIRCHMOUNT RD,CASS AVE,,Major Arterial,Scarborough,43.77888,-79.297031,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,23,South,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,637041.247586785,4848722.3418328
805,81432062,1766820,9/17/2020 4:00:00 AM,2240,WARDEN AVE,401 C E WARDEN N RAMP,,Major Arterial,Scarborough,43.769049,-79.303577,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,24,North,Motorcycle,Going Ahead,Other,Normal,,,,,,,,,Yes,Yes,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,636536.844550088,4847619.64152804
806,81432064,1776003,9/19/2020 4:00:00 AM,616,KIPLING AVE,STEVENSON RD,,Major Arterial,Etobicoke York,43.744391,-79.582729,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,25,East,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,Yes,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,614115.94224942,4844458.59386941
807,81432066,1815972,9/20/2020 4:00:00 AM,1812,DUNDAS ST W,DENISON AVE,,Major Arterial,Toronto and East York,43.651957,-79.402225,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,26,East,Bicycle,Going Ahead,,,,,,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Unknown,,Yes,Yes,,,,,,,,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D14,628847.734662662,4834456.98463075
808,81432343,1915138,10/8/2020 4:00:00 AM,2330,COLLEGE ST,RUSHOLME PARK CRES,,Major Arterial,Toronto and East York,43.652789,-79.430248,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Unattended Vehicle,Motorcycle Driver,35 to 39,Fatal,28,West,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,Yes,Yes,,,,,,,,,,84,Little Portugal,84,Little Portugal (84),D14,626586.13410883,4834506.25889114
809,81432264,1957732,10/15/2020 4:00:00 AM,1227,22 ELKHORN DR,,,Local,North York,43.770354,-79.381053,Non Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,27,East,,,,,Vehicle is reversing and hits pedestrian,On Sidewalk or Shoulder,Normal,,,,Yes,,,,Yes,,,,,,,,,52,Bayview Village,52,Bayview Village (52),D33,630298.28208154,4847639.74589762
810,81432342,1994232,10/21/2020 4:00:00 AM,8,SHEPPARD AVE E,KENNEDY RD,,Major Arterial,Scarborough,43.782828,-79.289821,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,50 to 54,Fatal,29,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,,,,,,,,,Yes,,,,,,,,,,Yes,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,637612.398347229,4849172.78953032
811,81432400,2019769,10/24/2020 4:00:00 AM,1621,DUPONT ST,CHRISTIE ST,,Major Arterial,Toronto and East York,43.671549,-79.421504,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,30,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,,Yes,95,Annex,95,Annex (95),D14,627251.624286145,4836603.18090963
812,81432586,2092644,11/4/2020 5:00:00 AM,1241,CHERRY ST,MILL ST,,Collector,Toronto and East York,43.651259,-79.357356,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,31,East,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,632467.633171069,4834450.11044113
813,81432587,2109352,11/6/2020 5:00:00 AM,1920,WILLIAM R ALLEN RD N,LAWRENCE AVE W,,Expressway,North York,43.715041,-79.443568,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,32,West,,Unknown,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other,,,,Yes,,Yes,,,,,,,,,,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D13,625382.235149899,4841399.95453135
814,81432590,2202286,11/20/2020 5:00:00 AM,1643,ROYAL YORK RD,JUDSON ST,,Minor Arterial,Etobicoke York,43.616103,-79.498325,At Intersection,No Control,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,33,South,Bicycle,Going Ahead,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,,Yes,,,Yes,,,,,Yes,,,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,621170.003836558,4830330.2221437
815,81432758,2253261,11/28/2020 5:00:00 AM,1638,ELLESMERE RD,NEILSON RD,,Major Arterial,Scarborough,43.782527,-79.204944,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Angle,Driver,55 to 59,Fatal,39,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,135,Morningside,135,Morningside (135),D43,644442.973341394,4849283.95979261
816,81432714,2279200,12/2/2020 5:00:00 AM,1829,DUFFERIN ST,SYLVAN AVE,,Major Arterial,Toronto and East York,43.654608,-79.433322,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,20 to 24,Fatal,34,South,Bicycle,Going Ahead,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,,Yes,Yes,,,,,,,Yes,,,,83,Dufferin Grove,83,Dufferin Grove (83),D14,626334.427516432,4834703.59783746
817,81432713,2298555,12/5/2020 5:00:00 AM,1716,2255 MARKHAM RD,,,Major Arterial,Scarborough,43.809523,-79.243236,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,35,East,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,,,Yes,,,,,,,,,145,Malvern West,132,Malvern (132),D42,641298.043938618,4852216.19562946
818,81432718,2332478,12/10/2020 5:00:00 AM,2344,MARTIN GROVE RD,GIHON SPRING DR,,Minor Arterial,Etobicoke York,43.754725,-79.600589,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,36,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,612658.491319707,4845581.88739046
819,81432757,2372537,12/17/2020 5:00:00 AM,1141,LAWRENCE AVE E,HOWDEN RD,,Major Arterial,Scarborough,43.746749,-79.287921,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,37,North,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,637848.134547884,4845168.82104666
820,81432755,2374044,12/17/2020 5:00:00 AM,1550,168 CLONMORE DR,,,Minor Arterial,Scarborough,43.690203,-79.277072,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,38,Unknown,,,,,Pedestrian hit at mid-block,Playing or Working on Highway,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,638852.210450695,4838906.67293555
821,81432825,2450003,12/30/2020 5:00:00 AM,1721,KENNEDY RD,SHEPPARD AVE E,,Major Arterial,Scarborough,43.783213,-79.288211,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,40,Unknown,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Unknown,,,,Yes,,Yes,,,,,,,,,,,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),D42,637741.066869327,4849218.2275201
822,81478498,1000002228,1/1/2021 5:00:00 AM,1129,KEELE ST,SHEPPARD AVE W,,Major Arterial,North York,43.744704,-79.486408,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,65 to 69,Fatal,2,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,155,Downsview,26,Downsview-Roding-CFB (26),D31,621870.948110537,4844630.5435465
823,81432991,1000073767,1/12/2021 5:00:00 AM,1903,FINCH AVE W,KIPLING AVE,,Major Arterial,Etobicoke York,43.744063,-79.577297,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,1,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),D23,614553.94497102,4844429.66133389
824,81542016,1000552546,3/25/2021 4:00:00 AM,2300,VICTORIA PARK AVE,SPARKS AVE,,Major Arterial,Scarborough,43.808455,-79.338275,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,3,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,116,Steeles,116,Steeles (116),D42,633656.278725414,4851939.66659518
825,81542020,1000692826,4/15/2021 4:00:00 AM,1530,FINCH AVE W,SENTINEL RD,,Major Arterial,North York,43.760363,-79.502773,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,4,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,,,Yes,,,,,,,,,27,York University Heights,27,York University Heights (27),D31,620521.829725647,4846345.76085219
826,81542019,1000734326,4/21/2021 4:00:00 AM,2305,DUNDAS ST W,AUGUSTA AVE,,Major Arterial,Toronto and East York,43.652201,-79.401103,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Unattended Vehicle,Passenger,35 to 39,Fatal,5,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D14,628937.693742419,4834485.8267932
827,81542022,1000772458,4/27/2021 4:00:00 AM,1510,MAIN ST,DANFORTH AVE,,Major Arterial,Toronto and East York,43.688071,-79.301791,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,80 to 84,Fatal,6,North,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,,,,,62,East End-Danforth,62,East End-Danforth (62),D55,636864.911341533,4838628.78885386
828,81543440,1000934827,5/20/2021 4:00:00 AM,1438,KINGSTON RD,DORSET RD,,Major Arterial,Scarborough,43.724314,-79.233272,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,65 to 69,Fatal,7,East,,Making U Turn,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,123,Cliffcrest,123,Cliffcrest (123),D43,642301.388515841,4842769.47250333
829,81577651,1000938844,5/21/2021 4:00:00 AM,325,DUNDAS ST E,SHERBOURNE ST,,Major Arterial,Toronto and East York,43.658202,-79.371028,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,8,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,73,Moss Park,73,Moss Park (73),D51,631349.932898747,4835199.48796786
830,81579333,1001013918,5/31/2021 4:00:00 AM,2240,DON VALLEY PARKWAY  S,DON MILLS RD,,Expressway,North York,43.698252,-79.340442,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Passenger,35 to 39,Fatal,9,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,58,Old East York,58,Old East York (58),D55,633727.219120321,4839696.46488508
831,81577646,1001104105,6/13/2021 4:00:00 AM,1315,VICTORIA PARK AVE,FINCH AVE E,,Major Arterial,Scarborough,43.793036,-79.331371,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,11,North,,Going Ahead,,,Vehicle is going straight thru inter.while ped cross without ROW,Other,Unknown,,,,Yes,,,,,,,,,,,,,147,L'Amoreaux West,117,L'Amoreaux (117),D42,634246.118668639,4850238.31619136
832,81577413,1001142501,6/18/2021 4:00:00 AM,1725,720 ARROW RD,,,Minor Arterial,North York,43.747069,-79.529887,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,60 to 64,Fatal,18,South,Motorcycle,Going Ahead,Improper Passing,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,,,,22,Humbermede,22,Humbermede (22),D31,618365.431056119,4844830.16845195
833,81577653,1001151188,6/19/2021 4:00:00 AM,2219,LAKE SHORE BLVD W,FORTY SECOND ST,,Major Arterial,Etobicoke York,43.589678,-79.545596,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,10,East,Motorcycle,Going Ahead,Other,Unknown,,,,,,,,,Yes,Yes,,,,,,,,,,19,Long Branch,19,Long Branch (19),D22,617407.068308353,4827327.52172104
834,81577521,1001163687,6/21/2021 4:00:00 AM,1842,FINCH AVE E,KENNETH AVE,90 m West of,Major Arterial,North York,43.780165,-79.413295,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,75 to 79,Fatal,12,,,,,,,,,,,,,,Yes,,,Yes,,Yes,,,,,,151,Yonge-Doris,51,Willowdale East (51),D32,627682.43181556,4848679.17652067
835,81577656,1001195784,6/26/2021 4:00:00 AM,1004,HUNTINGWOOD DR,COLINAYRE CRES,,Minor Arterial,Scarborough,43.794505,-79.295528,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,55 to 59,Fatal,13,East,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,,Yes,,,,,,,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,637126.463842083,4850460.23366377
836,81577658,1001249614,7/3/2021 4:00:00 AM,2233,DON VALLEY PARKWAY  S,GERRARD ST E,,Expressway,Toronto and East York,43.662265,-79.355258,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,14,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,70,South Riverdale,70,South Riverdale (70),D55,632612.593802394,4835675.82441028
837,81577660,1001250454,7/4/2021 4:00:00 AM,138,KINGSTON RD,SHEPPARD AVE E,,Major Arterial,Scarborough,43.79885,-79.14619,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Angle,Driver,20 to 24,Fatal,15,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,,133,Centennial Scarborough,133,Centennial Scarborough (133),D42,649130.192829412,4851201.09495613
838,81577648,1001250737,7/4/2021 4:00:00 AM,325,SHEPPARD AVE W,WILLIAM R ALLEN RD,,Major Arterial,North York,43.750273,-79.465404,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,30 to 34,Fatal,16,East,Motorcycle,Going Ahead,Lost control,Inattentive,,,,,,,,,,Yes,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D32,623550.69794961,4845280.17598893
839,81578466,1001297899,7/10/2021 4:00:00 AM,2147,WINTERTON DR,LLOYD MANOR RD,,Collector,Etobicoke York,43.671847,-79.555003,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,60 to 64,Fatal,17,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Drugs",,,,,,,,,Yes,,,,,,Yes,Yes,,,,10,Princess-Rosethorn,10,Princess-Rosethorn (10),D22,616488.83801427,4836440.15082808
840,81579338,1001364901,7/20/2021 4:00:00 AM,1611,CARLINGVIEW DR,CONSTELLATION CRT,,Major Arterial,Etobicoke York,43.690688,-79.597316,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,65 to 69,Fatal,20,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,Yes,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,613042.351534383,4838474.14479027
841,81579339,1001364901,7/20/2021 4:00:00 AM,1611,CARLINGVIEW DR,CONSTELLATION CRT,,Major Arterial,Etobicoke York,43.690688,-79.597316,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,65 to 69,Fatal,19,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,613042.351534383,4838474.14479027
842,81579343,1001373443,7/21/2021 4:00:00 AM,1937,27 S 427 C S RAMP,HIGHWAY 401 X  E,,Expressway Ramp,Etobicoke York,43.677428,-79.577968,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,35 to 39,Fatal,21,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,614626.86874615,4837028.0020883
843,81579336,1001388501,7/23/2021 4:00:00 AM,2110,2472 KINGSTON RD,,120 M WEST O,Major Arterial,Scarborough,43.709796,-79.249019,Non Intersection,,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,22,Unknown,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,Yes,Yes,,,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,641067.093931739,4841130.11521976
